Name,Logo,Site,Funding Rounds,Location(s),Notes
IDG Ventures,fjxamor6vmrxit3gamyf.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/BaDMi5e6GRiDSCgbtNTwFA/0bmUidBJ86s61vtagUTEpvOmYg8IfUuhiDBrmCSCtsfKEjIO7u1GlYLf7QwYfLEDL65gAq1fNkF_wiieq8VwqcAJnv0tJNuuWTNQiytWoGXCRSW2_qiH5SPUnwtZJi8M/8t_iKUK3ztLLW13dCAGhN496AV_LO54faxSKzgVuvEE),http://www.idgventures.com/,"IDG Ventures III,IDG Ventures III",SF Bay Area/Silicon Valley,
Ignition Partners,zhqom4fuyc0shgvotv1o.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/7zKC700Jv3ogh0fjzo5ndg/QheMEd4maPn1XpvzAPgymjpifT5LrEODbMWkLxS26v_AwpHZTbw4aWCjMIE7-DQK_0QAOzgllwDtwM0w093HqmWHC2hoVy0QeZoDmeURrR53ncONXKz0_ZCajHDUrm4-/Y4C4tn8DYerp2uC0-XTVh8fMFW_HiIruyIQJH20PoQI),http://www.ignitionpartners.com/,Ignition Partners VII,Seattle,
Illuminate,ilap5hkainq4ifevd82r.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/Lgo2JsZ0catwVqTN-ZpHkw/QSz-dO-szeKugH8z2HdK3K0Sk_0NN2Km82jM3sg8EWAp98zIaML0LWH7Du8N1N8Hp8ie2uFER2Am6fUgRJVatKYEC8ffFIS2lthUX6OZaiNmNo0k0gGUcY70GdNIeWkT/mS4bNibnjvrkisFV6AcuOjSjXdQGpw-EtCnbkUZEIGo),http://www.illuminate.com/,"Illuminate II,Illuminate I",SF Bay Area/Silicon Valley,
Indie.vc,pniiawnbyqyqtfewhocf.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/THtxEy3xxBFmC8CZgRY8sA/3V4ETGr1qO06t2Qhv0O7GboHtddOmAbkFODuZE3jHQRZ907vIuyvJvO53uV18y1fb_6mxh93YDuozMFxnNuoKG50bh5FGuYDGbXL-wdxRXc0yy7mLn-dLD1uIT0aXo4p/aSZm1iCXbOqw81MwkSnPPXAju4g7kkUZmko8n4eL80w),http://www.indie.vc/,Indie.vc II,SF Bay Area/Silicon Valley,
Industry Ventures,74dca227c83f25b9ae7ad6b58a78128c.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/C5oz1ZAY771Y1kNsHxsCRw/nXlvc9WBWNstIIY_a3FH6ZMpzWsWx15G7L4-Vg_VW3RbcSeRx8_WvP06caXCbV1TLb9j8XmB7tSd4AZoaGcMsM1Ylw4ItvzHPNUfw0poLl5yey85Q7PUrLJWVpqfxD52/27MYGQmtxJs1WSleh-UPJZ9351YFwaCODqMj_scJVPs),http://www.industryventures.com/,Industry Ventures ,SF Bay Area/Silicon Valley,
Initialized Capital,8c03960061a68afb531387af0412ae5d.gif (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/5x-2soHYGActPDb3hDuzpg/2n5KGWwVxDdsCdgeNtlJQIWCArEHtVfE6JespDaKmTYpXpOasYsWpWtkLu9n6QsnCpMc9-YJuVLxN2SkVEp2Xg_MNXR_m8RQKQMSOBYcl003QvBfrz5A2ffQQF6d5lL4/HD3BNAQXLHp1cjGTEPNgyhZYYnBrbGm2rsflSWDfwDI),http://www.initialized.co/,"Initialized Capital II,Initialized Capital I",SF Bay Area/Silicon Valley,
iNovia Capital,jbb4c3opd11a6kjjnnap.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/Q_WqO6f91JluJsOceTtIPw/GbhbzNNUMWmLxl-gjH8UeO-WhBDOliRuFdZD2BZIpuofJ4H9ANm5GBK2mbJIcqjrYelw8aeo5f9KH9r8Rv2AMFbve8a3k_yv9WCKaD-OEU4Ynxdv5O7qgeaDApaygXJI/HuiIEIY2oJrDankZjnPbpPFHiagUbp93xqcBiYb_O68),http://www.inovia.vc/,"iNovia Capital III,iNovia Capital IV",Montréal,
Intel Capital Diversity Fund,1adc4cc32d1e1ba5ca2905312a2a80cd.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/sQ0lg4np55I6LO4eybAUyw/BkhrU2hyfx3icJKCyqATkbHWHtXWiaomg7Sd2MBvTuLoiu9ft3L4spiHYYBVnsrdHWXQUagIFdlyZI-IzVkq7v67E1zPLzSXuNgRSCtIBs4kM_nXNLr_vk4ZiVa8OXSJ/JYlWY2KwZf959cj1_6E73IrBamANFT5OWi8IUrBum_o),http://www.intelcapital.com/,Intel Capital Diversity Fund I,SF Bay Area/Silicon Valley,
Inventus Capital Partners,bmpybupg2qdq0cwsrx9b.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/9o7zCFqP3t6tvjDX_wiQSQ/BQvzgQYQsoloUu_M5V9bc_dfjxY20L0KBOHKQ-9mPy95lmxW_0oNWmSPU76NN5EozYky128p1W0NNrLQxFTeLIpYy9IPzdann8rnX5j9jSfOBV2UxDo98HV1iJrK_Z3I/jhzfx-qoflmm9f5riAT1eh-DnPBLimIoU7_qE6PBJKI),http://inventuscap.com/,Inventus Capital Partners II,"Bangalore,SF Bay Area/Silicon Valley",
InverSur Capital,256137f4888107fdd19c22902f602264.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/NshKhfRbzqoMx7r7z2eODg/0YpUrk1yuTdk5dtkQKhEsULmPru_x3w8dVgdpnuz1mdkUIxeiNA8ydrQa1MAmuyvm7Rj-bxdGsh1u8JTxyW-PquzpeFtaMh9uY5FPV_b60LmsfMpeoM4OugAa13C0L_j/YydsK8EBaGxP28l4oNK4moU4kK3EWhw0w1_OdXZ7CnU),http://www.inversurcapital.com/,InverSur Capital I,"""Santiago, Chile""",
Javelin Venture Partners,48d13ad55435fb3a8d64cff0c6560046.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/LIVEqii83Y_WlEXnT8slFg/T9KFL0J_gm3fVczkHsxDLR5fnTiU9kXj_yklSqFL3mAdQhLlP8VnPXtWp772eD9xNUNevvV8ZolUP7uBP8M04bm2vtq6xNh0bPCV8zvLoCsUuPffxwL5on9EB9b82MdW/lJwCmFNPMIbh4MtpEDRWffixQFY8HA9yhtg2WXvqnoA),http://javelinvp.com/,Javelin Venture Partners III,SF Bay Area/Silicon Valley,
K9 Ventures,646950dfbc82b048075fa623a57def19.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/LzB4U8s3Tth0NMylio24Lg/xRp-6JAgQxyzJQby2c7fzKArTMuzd90QDfoffclH9JdI554uqcOL-zh18KKiAmaZ3axfP5YdxWuWH9O0cx6vXPizvvZjGqoddpldwP7fQynRxeva6WsmwkYtQJQh_6Q7/SNOt0JbADpPdtsZ2gkSj8nJGDJB7h_DcM5mz0rE_GCY),http://www.k9ventures.com/,K9 Ventures II,SF Bay Area/Silicon Valley,
Karlani Capital,k2chv58vavf8bi2sei92.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/dV0L9Z6o2Whqfvx4B15N7Q/8Gk6MTvpQDUuU_7qFWP2YjIq0av89Z_-oDP0HkJBrMLY_JaM4Ish6uh4UEKiE1ESUgmkEoZikF8_rkC777fAMo7ujELiIVOmJl1lziK8K2QSTGrZPI1WeVrU4T0mUfA8/mfDK1j2z98f6tRIF84BWBiMN_m1R3p1za1-T5F406Qc),http://karlani.com/,Karlani Capital I,"""New York, NY""",
KaszeK Ventures,bd617fcb83e213820398cc481c83ad72.gif (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/_FA3o1sl5bymviJRGDk9ig/e3aKZ-9KojtB-PbmmKePCdG6GqfCDTqxLkj_s9ySQhdaJLvPb3aL_NSAJHsA_zcY23Kb5NE8c4pDLdpsdLnnXSP3rrQD1aO6XBn0kod53ncO8crd7nzn4m6puYOcACJa/x1hAHXqGgwHWDs8fNM4nG0-lrF_74VDQ9LgH7ndb6Yc),http://www.kaszek.com/,KaszeK Ventures II,"Buenos Aires,São Paulo",
KEC Ventures,4abb0ca24b9df94b9d1ac87e63cfba8a.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/DEh5Q3f-_IEp_3rn8xv0NQ/ew_pWKNdZBLN08UFRSGKqYbVFgeLBGq5TpA1ELKT-k_5YFkubQQ7U_5e12afL7mGBT3z8KOBjCY6b6Upbb9hIUwDurZXjj1o7q9z2KRO164TdNOK_xwcZnxzeMbZyGq7/GuP8xO_Dcuv6c6g0P7nuGArjIiFtjtF57gqwlGG46mM),http://kecventures.com/,KEC Ventures II,"""New York, NY""",
Kibo Ventures,da645016a54b70ce7f8c0b79fa414e78.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/THdIGlR8W586AqC9pfI8WA/tDeyQlxLsHxJ_9QLdh8blnKewwI1Wz93P8qcw1kSQMlgnB6WYlQb-ZVWImwKMBnO3nJWp3kvw1o6eeBIK5v4XwE7vf2gAZCvR8RS8hovAhnuX5ZBvRnQqI0zGioMsYKt/FaOB5I_dd899SUjf2lk2mK9CtKi7FdtPC7yulPwN_Tc),http://www.kiboventures.com/,Kibo Ventures I,Madrid,
Kickstart Seed Fund,e97126e4838bd992062880649eb235df.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/MYlY71x5xx5T1PLeZUGxEw/vrxpFReaP1s1fb5s_Z-fpKRYS6b1Oe7_BqyjSIfbNnXrUWgjwSpiE8DrKCgjYwO9Pn9aopYJ7KreqakiqLTd20oNvI4XYUtqSayteDGuY7XaMXmd5bOUFcx5yv_vKr8L/Jpi4b0z3_HNvvB-4A-8GYWARaEG5DxqVsnzEYjgpz3o),http://kickstartfund.com/,"Kickstart Seed Fund II,Kickstart Seed Fund III","""Salt Lake City, UT""",
Learn Capital,49d31b1b0d417012426260773e44c5e5.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/QeZSAY-On1S5vjFEWPowwQ/C29rKJG2cmfTG_fSTXrzs6NGCdbMXIL9fs4HVsmtLx4-hoYwSampfN3FmOMlEZbV8FZLUik9LVjPX2MmOup6cxm_I2c1MVSLRCh5fMDtvPl1Fu1Z_lFYEuDZkXkbXuvC/inVyeb67VIv3ovo-Y2nF3zacHxNGMJGJyEg1qUQ5TV4),http://www.learncapital.com/,Learn Capital I,SF Bay Area/Silicon Valley,
Lemnos Labs,60cac8a2ff6e6abfbd94a6aa68ae7e5b.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/tp7V2gHRAVyvoBD35mCVCQ/CIHHOEhTTVwCLBJWJ_CYY_m_b-ylE1ZrvfLRYX6ely0wIVZCliK030m5zUbQmt4TgwD3ILVC36qXJSfBDpldgee_FtU7S9mmF9qMSy79fZ_mJQx3QXx2NDHbC_Bof7Sr/KbUF6MSxS5JGBomCi1pfwRXdH6gstWwnxelJBigqpag),http://lemnoslabs.com/,Lemnos Labs I,SF Bay Area/Silicon Valley,
Lerer Hippeau Ventures,yrkkz00ld3njtvocf6fq.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/VDQLwgKM8v0USCeSu163Ow/LoivyZ8Vy0TQEv0KAtc4kEPAQ604jz4jfoDAU3hCHyJWnjQQlt41cwNi5dH0TcJ62Tuv9FthJFjA-QLvb1zpJNBilI2QLfegP06UFv3bqH96Yl6jFYW_lfaKm4OE9FHa/SqwrLLIH-ZBCyNglpXP2VGD9E5aEPcb1rB3M6xbvA4w),http://www.lererhippeau.com/,"Lerer Hippeau Ventures V,Lerer Hippeau Ventures IV,Lerer Hippeau Ventures III","""New York, NY""",
Lightstone Ventures,30c24637505b9b68ae412cbd66c1afe1.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/C2vWSMFjQ8bVijLaa2fbrw/4u0Q3NUeF7CL9HlNkXrRtMd9dYK1CsLCkwsnlf-ZlkOduu6bptje_rDy2XtISrCMstKQsKPr6YHpbLhbmk9RRA0P8HVXtyrvk5IeegV464B4m3tLYh82-sIxiLOBf4zi/Ton4GEQFfXnR1Wkv-WhIlKL6kZohniUIqXsm1l0mWNo),http://lightstonevc.com/,Lightstone Ventures I,SF Bay Area/Silicon Valley,
Line (JV with Collaborative Fund),93db4f1192e705e85828dfb305ab1b8d.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/EWvhyyxmXbfm2E0m7luM8w/QY0NqPYnhuqR5hp0Bhcdwds6TDbjMJdre6RZ4V4AvPLw433eWY9I9BzlOEXus3guDEyudEQivDc0dt8XzQpfswUnaCdiVTvwGTkv7hwpiWifyueEY-5CyuxcdWHWmqMc/pC1bPpn_L-EcL4mb29oozqgB-Se94vEc39XKiazXZ1M),http://www.collaborativefund.com/,Line (JV with Collaborative Fund) I,"""New York, NY""",
LionBird,v82flvkeusvudsa2ajzx.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/v_IKd_iNXhhxguFbgYgyPA/MJ_DMF2tvmikXzpzIg32vxrthb7zW0lbVl5uwrbRCe5y_hqI4FqOWuJjLGuOQHk1pXKAvhak6c_KWujyCipR6oxCwwOpbX9q4MWWqDJ6YvMXX-Vjzx9FKFkjh-1UrMJ5/hmmqTuW838npYXQpKeSMvI_ybuH5VHW2nYJZpGa9Sxw),http://lionbird.com/,LionBird I,Tel Aviv Metro Area,
Liquid 2 Ventures,707711-0d251ac9ac046fcaf6e12419d851c6e0-thumb_jpg.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/iyIukCNLw8Q2jU5BnjkD1Q/XSNAAQSNXjNg8BB_LU1A2xKZ3BGL6rw0UX2e04iZrkWlZ-_kh6Ffea4XpH0EWyjHlizvznwBWKuVPFvPuw3K7dW2JAm9VHAv4tiVwdZrI9rb4PPJ3z2cKyMK63RqjfqiZAYeFaL4QFsRadXDut5bzA/rfLD1sMsDmlc0MJtYJIncMqml1ZibCGycOOUp4NHlK4),http://liquid2.vc/,Liquid 2 Ventures II,SF Bay Area/Silicon Valley,
LiveOak Ventures Partners,9d301242916cd33be3e4e0b74d4c4efe.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/1qkA1lkU7NGJdJL38IK29A/XNfbzueBpFq9IiMaUFpEDMI0vbFEvgppQ0rQ4KvQOe11jtTDk1MvEXZre38sSzZr07G2K9BcBoRf8Vz_lb_y5dT6ddQl9I32HQHVaD0DT6FH2-l7aMtev7xmDLegmtWo/ngLXk34zSOwNWn6aqG12HD-A3eIGWbmV0nKx8JPaoGQ),http://liveoakvp.com/,LiveOak Ventures Partners I,Austin,
Long Ventures Partners,,,Long Ventures Partners I,SF Bay Area/Silicon Valley,
Lowercase,o5sp9vj2ftnyj55m2ofx.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/-QCxCpDhD4fbBYEHbhMWZA/Q-c2bT1ffNNsVkX_YiCCiH4EYcHdSQ12F5OuPYHYs9QrlVsON5Xwxi5whyoJ6erhz-DCcpL61SAjsTZaztSDQ6Z8nW9bdkcj4TYiZ8pZMOhDePIbuLDagSzCitaxN5-n/KCIyffrg4oBsZ_diGBQ9zATAYskbyQseCD46fLGXFjw),http://lowercasecapital.com/,Lowercase III,Los Angeles,
Ludlow Ventures,htxfx3gafwntsn6mbsqb.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/ufuO_kDuaBquG0KXeE4uDA/8ERDTDimBLrSNPGCK7dA9Zy42mdGNPIH5q4qBtAefVcXjEV7yXs_mt7bjZekt68j5z41zjpT9auDcyUshx6QJMrdlwqEQxeu8f0iLc0lGoChH3vZWX7ljvXJIWVRPgNB/I4YnkbxI136iVReA1cLmYG2YjR6d9YKKtv0G-NxeCoQ),http://www.ludlowventures.com/,"Ludlow Ventures I,Ludlow Ventures I",Detroit,
Magma Venture Partners,2bf3f9b3b1091f6797b69533d0cac108.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/DfBXEvWnPBEKqnhdvV3PAQ/R26t5MYAaxhbLx1_qQkElcaOGedwG6swhKfMYp_gWZ4Wumkd8JHY6P5pZCwW9r4DD1LkJV4MDJToE_6lp030C3BRhIZg3pjDDxRd8RkKmmJJgTVebm5tFc8SoiCeyFbT/rKvCHPcTuYB4UitsM3C4NVMqlBSKhxDCAOhBErWBUYk),http://www.magmavc.com/,Magma Venture Partners IV,Tel Aviv Metro Area,
Maiden Lane,qekbnor9skdxb6hamta4.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/6DdgV10D8et6WsMGZFnFzg/GVFxpag_ZGmyEa0AoJwf9BmSKTvbJhTRPTdOIu6qCJlme5nVU-nLXA4o_rsmfaDrqxZI1D-GU4JjelNMY9PwquT8cQCzfMuURLOZf8rLSWtEKe3Tq2nBcG1MZkGWsmtj/vUyE7KLR8w3TopCXvjY0tilmLsfGiGBxFFuX4sjQYa4),http://maidenlane.com/,Maiden Lane I,SF Bay Area/Silicon Valley,
MentorTech Ventures,d7bncikxsufassvulqnc.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/q1EZQSimcXKKX8u2H6a7mw/SeOCNuGUdLCRzzEMNjJbklNg65Y_qBK0nykNE3dAZA78X0d8hhHFf1uWEZOQVuX_qhTvrVufnbChz2HTaw73EeQavxb2eFSTPtK3c4UKSjMDpCva36yWfqwdDLjjqUui/jxvnhC99SF-FTKFVP4L9iz6c0eTuXXU4EL2pg2f0vC0),http://www.mentortechventures.com/,MentorTech Ventures III,Philadelphia,
Mercato Partners,14c45fa7e7042d73669feb6cb6a34c78.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/zFa3nwM7XIJmvKZexV0aJQ/dqn7meW-E_aueCE7wgbBPuyW9v45hxzuM5Ju1lboBamMqUlefFw7X7se3olWD7rRtHzZwqMpitg1QxJrE9aPbtLXQOyOPUE6fsagEyLr-FKzwQvJ6jaVV5Jxq7yWxypu/g-Ej-40j0kowI60wRVav4f4QIuEI9YAr-Qjr1vOGLOg),http://www.mercatopartners.com/,Mercato Partners II,"""Salt Lake City, UT""",
Merus Capital,k1vkvayhrvyb9sj4g67m.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/XIawJC2R6s9AxUFs3X-H-A/1q8iNdEfiRdpjyaazAnZmlOtSfXBlQoefwhY0KJ4ZSweLAwFMfCqP9HMdmakBx3BQESy0CW7vRfJx_0UCudwEYlhK0NWBLIqiD69wJtfKUxnPsb2VDMzSAZDjUQYICt_/Rb-DcBNT_Y-azoXwCl_bwETNieAqf6AqSuPRhLR8Roc),http://www.meruscap.com/,"Merus Capital II,Merus Capital II",SF Bay Area/Silicon Valley,
MESA+,ko8froscpgzwrhcycumr.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/kw1JI3s88pfs0tI2MmVubw/dxqX_a5V6vADgElCDwVjEIqueO-PnjEk2nW9dMWr46v-ejL8lYRgToKpMl2_JzFsIaQmsyD_MGDu_8W7r1ieUcVHTWC8U7CLK-zQyW0SCDdVmapfmGH-T3FKaEBXiSIA/W80Ci9t1wdWHEvKhTxL5UB6z2lcrJtA7a4kcttzehrw),http://www.mesa.vc/,MESA+ I,"""New York, NY""",
Metamorphic Ventures,,,Metamorphic Ventures II,SF Bay Area/Silicon Valley,See: Compound
MHS Capital,73921d89300aa788bdd79b1348fed802.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/kaHgRY7hW64n3C-7wYljpQ/lrH1mAIezlY8nt6FLLrwKBh60pUO2CVLvSOVtc2U71OvcyHzhjoTWYPjkuhVAGlQXBkp09Kyu-gYAUW4LeZFevO9rbcvfEfjiZKS44IqITTpWbjpZ0iEgXMabKS3JQC2/abMizgrT3N8IfVfvRz9pB1wS2YYdagK8A2AWZbM-rzo),http://www.mhscapital.com/,MHS Capital II,SF Bay Area/Silicon Valley,
MissionOG,vdrgjcsoziwnrjdl9nyy.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/I4aXNpdlUzJBI_mynYYJTQ/I-V5ZOILJuHQK4hMC1Kka0Wrz-JOEdLQD9x4gxPT85Cup2m3uj6S-Ol8MURPl3Vj8lr7LequeGRiUYU2EHkxWebyto1gn3pJsqH6JAfFN1yiWTcELN754kDU47X7pBrr/k4HnxtnzWL6lw7IohWHghwdgjZoTF_qg0XOLLNbDub8),http://www.missionog.com/,MissionOG I,Philadelphia,
Moneta Ventures,wonohuupyif1jsyjkowr.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/DM5xJw6mr73PGvSEO7riqQ/C1X61WxfBcuY7UNnAxeH56vtAYxd7l5VWzk1c93e--6pJQ-3aX0f5oZXZ-nMxI3F2AQ5GIgudfb8OBVVMMKZLQnmhdBzv9NCuprRDqB-EQSsgVXgA3E0tqR7Ajh5BYuj/k1pOPz3XWoKjOgMKBAIaFDMbEsv1-9KHhOx8fydmlD4),http://www.monetaventures.com/,"Moneta Ventures II,Moneta Ventures I","""Sacramento, CA""",
Mosaic Ventures,ghwfuxu8zrotqrlkuk3f.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/un9FfKDoPplwkkaygbz4zA/LZcucYlYNsw3UmvW8mix3oRulNOiNksgfXMY2mliHQBSXkYNdSCbg4gLWmfmiXXbg1Jm9253jLVfgxsCxQwPsP3-ZXz0UH7i7u2E1IvrJJEazKdbhRGCjeVkXMTfb8mm/-SraVjSNBcD9ug8PhusionxWxaIYihJwdax8Ks02H74),http://www.mosaicventures.com/,Mosaic Ventures I,London,
Mucker Capital,pkfzm1c7kyfkrpi4xhuc.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/to2jgIA9DEjpMzTFLotyBA/HOYphHOhHw_8_6UMHdoKYNBM-xg6Xt-6rrXLkAm1qEo9dDVGH-qK6DZyJeuoIVQF_cZIOVR4vnfeGtXOanLq2-78-L96UiUXcTYXzbXff1i4mSrUXv6wq2CV6CV8ivVm/0fBCdCRgYn3EVoXX7-Nsj3E46gvGO64kEWssDTxUkUU),http://www.muckercapital.com/,Mucker Capital III,Los Angeles,
MuckerLab,qxvkrl6xsngj9amcvg5j.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/zipq45Hvnl8EbYDzfGuviA/ylfKOmJ1K2wptR33wu8lsjw_JiaKBhHqD0RpriuyYtzArajM2uxNpP8jnB34JRt1eLacKreqrNVfzZRiS-SnRJgCuXDEmiqwyTGLa3LgLHj4oZWsSpB3tWBof_ZOWmzG/TUlzkVYcga5LkHybzKrnjRnsY1mk-xDhkvHDMmApvlg),http://www.muckercapital.com/muckerlab/about/,MuckerLab I,Los Angeles,
NextView Ventures,hmwrhbyjp7gsxuwirwno.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/rGLRHllqVKZ6pAXZ5z_lfw/qT7kXuy2pTlDdHEUeagvCJC4P4B_PLj0I-u34Sw4hTJKJfd9hkYQz3uFz5R2jWRPj6QGNzbK0AxSeBb9yYG7_WbcvKjF7CEq9za8LEOHYV4VlYLbHLmbpE5hPfixKimj/S0S15fgo_DysT-AdCyTNMFeNX_KpDMjbY3lW55XFUbs),http://www.nextviewventures.com/,"NextView Ventures II,NextView Ventures I","Boston/Cambridge,""New York, NY""",
Noro-Moseley Partners,50cd8e98ace94d8815fc8f7094dd204d.gif (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/zf8mQzi6ClHCvq1Q97N2rA/t4LKQLiqTPIgLsdCy3eEowP3npU0CJMwFAY5sbUf2dY8pYzP7y_EYzvBI_2LKIiqeSS9vYWFVs4cq7QajkKZEVFdojAr17T9V9Ld-GaHlWd8VNybgRUy6biNXlqFGcKF/J1m3Zqrrq4djAulOJSJcFrPD92jAj92keGohACphomA),http://www.noromoseley.com/,Noro-Moseley Partners VII,Atlanta,
Notation Capital,cy68j5qcibhroqkobjdy.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/rDxRjvQJYzxLIsZvUr1e1Q/QWxIa3pHL618W68dAyahymrLXStikjprRDc_OpKEgOahC2OH5Ht0qlKgNoAhJzQ9Er_-C6px_S1oH8WkYuOWFUqxkR4NsITWLcSc2SbPb_0sdngOjgMea-UTsPjpv3-U/Ytm8D4v6PLNqVRDQevJHsbqMG37UJgbt1lHJe01EpMw),http://notationcapital.com/,Notation Capital I,"""New York, NY""",
Nova Founders Capital,xyv2qhk47uu864d6gomz.bmp (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/uPIQaAg11RNWMoGVG3OCsA/tZnNgo2KEBmGjofNmXhjJSHVyYnHy_pihgr6Ymb1ODNC8oedQuGDTGn2-NvVM-WWh44KjZHGXEU_MTiuv1_REc7tvP5ZADHbqxzy2oYyg55rFmk26Z2D2m4-YqXYOAYd/0JSIefXdibRzLbV6y9yCut6juT_ffewG9YqA3TiL4wo),http://www.novafounders.com/,Nova Founders Capital I,Hong Kong,
Naya Ventures,9f96f49e35ac706871c1557a1d7d725b.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/xXSxJcIyuB88G956FlFdZQ/lEOpTlJ3NHRTOAWzELA0n6ZYmt2A_CQCr2kFastLj8zDYttBRMb1imSr3TfzEvOpr7EQVGDxbPoPCiooXR0icfviGea5e34rliDGxRTrGQ453rxmPbOHyFNKIwzxI5yX/EPdjFPwnwrNUTGtB8i8DOUbfB07Lwyjm2HaTjEM3rWY),http://www.nayaventures.com/,Naya Ventures I,"Seattle,Dallas,Hyderabad",
O'Reilly AlphaTech Ventures (OATV),vjrribzwu9avhsv7w1xd.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/iYKS5Aea2n1a8-G6shSrVw/jv3XOFsDmr7tX_iFuieA4ax1vDZcSc4Mh9fDs0LnMHGdtdNFSI7Topx5-UTMbA3_Q5Hhj3nujoeTGA-1f4d-NvHHNpxwiPhL33tIGZc-1-EqWtAAH1zRlkSmweT0rfaL/qWNURXcRggcm_J1Io2b_RIzourDwa35pn1kZL7p9gS8),http://www.oatv.com/,O'Reilly AlphaTech Ventures (OATV) III,SF Bay Area/Silicon Valley,
Obvious Ventures,qpbhuntylidoa9lzmrd2.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/QVAusBl7HAoVC4rQj-W0yA/1kIrZ9XwvoM1J8Con6PEwxAvOkRZcMF56UpXiT7aXODoMjFs3qTbe5XiHA3v3wdKuTlap41mYc8z6g3NHjpAOtyPO7YQ7NlrAJ-IwHB_L2cwiCVW2MTZF-IHXu5dEGcc/wwJE4HrpFHwtgzZ3zfLuNygMC8NujqzGvt749G-2d5A),http://www.obvious.com/,Obvious Ventures I,SF Bay Area/Silicon Valley,
Okapi Ventures,e8877bd3ac8c99a0bbb6a684ee0175fe.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/IKgBYoDLg1dtBarJZBy2YQ/nGnWV6VjNRV1jKyzoxnA9OolMFcX2zAAv5JD3JDAMrtoSlHbGVtp2ik_k_MgBBW63SVsvARLprl6AtLmXWPgKaPPkVwKzKDYEqTBAX9kAqG4yo6zBIv2qgCp6Ff6DhG0/dIlVMgzPgvVWtNb_Q5UdTJ5LoC_kqrqDl95stkwUOpw),http://www.okapivc.com/,Okapi Ventures II,Los Angeles,
OpenOcean,tdfqb45xc7fdgcvcloay.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/9N_WeOhP_rOqjKw8NovRrA/2nTuIr1R8U4zntcNEgx3P2V8zjbUDbDk6LDZC4G44DGUU3Py8PXOo6z_ny1mjZiwdJ22J-PcZSPrbfLhs7uRwYCWDno8lLCsqZkrd1E7InNKDPcARRJGZ7uj2UVAW-oj/y49pRmAUeVzjM_MXY7XaMpFvki00oKBecOEDdhjhvLE),http://www.openocean.vc/,OpenOcean I,Helsinki,
